"Mannivakkam High School, Perungalathur, Tamil Nadu 600048, India",12.892735,80.069208
"Medavakkam-Mambakkam Road, Chennai, Tamil Nadu, India",12.893311,80.179824
"Vandalur Hill, Tamil Nadu",12.89485,80.096791
"ISRO Layout Lake, 5th Stage, Subramanyapura, Bangalore, Karnataka 560078",12.897663,77.554598
"ISRO Layout, Bangalore, Karnataka 560078, India",12.898373,77.55836
"RTO office - Sholinganallur, Old Mahabalipuram Road, Sholinganallur, Chennai, Tamil Nadu 600119, India",12.899839,80.227682
"Karasangal Malleeshwarer Temple, SH 110, Manimangalam, Tamil Nadu 602301, India",12.899842,80.046929
"Anjaneyar Koil Street, Noothencheri, Vengaivasal, Chennai, Tamil Nadu 600126, India",12.900432,80.171746
"5th Phase, Bangalore, Karnataka, India",12.900556,77.589164
"Mysore Road Exit Toll, Kengeri, Bangalore, Karnataka 560060, India",12.901344,77.470354
"Joseph Engg College Prinicpal Bungalow, Old Mahabalipuram Road, SRU Property, Sholinganallur, Chennai, Tamil Nadu 600097, India",12.901865,80.228559
"Air Force Station, Tambaram, Chennai, Tamil Nadu, India",12.902964,80.123317
"Madambakkam, Chennai, Tamil Nadu, India",12.904442,80.162395
"Patalamma Temple Bus Stop, Uttarahalli, Bharath Housing Society Layout, Subramanyapura, Bangalore, Karnataka 560061, India",12.904705,77.53011
"Perungulathur, Tamil Nadu 600063",12.90542,80.095153
"Uttarahalli, Bangalore, Karnataka, India",12.905786,77.542639
"Ilyas Nagar, Kumaraswamy Layout, Bangalore, Karnataka 560078, India",12.905982,77.569823
"Dr Ambedhkar Road, Medavakkam, Chennai, Tamil Nadu 600100",12.906395,80.196883
"Bharath, Rajiv Gandhi Nagar, HSR Layout, Bangalore, Karnataka 560102, India",12.906628,77.63082
"BEML 5th Stage Bus Stop, 5th Stage, RR Nagar, Bangalore, Karnataka 560098, India",12.906735,77.521784
"kr hospital, Uttarahalli Main Road, Simhadri layout, Uttarahalli, Bangalore, Karnataka 560061, India",12.907119,77.545947
"Perungalathur Lake, Kamaraj Nagar, New Perungalathur, Tamil Nadu 600063",12.907381,80.099234
"Uttarahalli Main Road, Bangalore, Karnataka 560061, India",12.90761,77.547106
"Uttarahalli, Ramanjaneyanagar, Uttarahalli, Bangalore, Karnataka 560061, India",12.908497,77.538333
"14 th Main Road, Eastwood Township, Harlur, Bangalore, Karnataka 560103, India",12.909054,77.666288
"Vengaivasal Main Road, Chennai, Tamil Nadu, India",12.909917,80.168584
"Mysore Road, Bangalore, Karnataka, India",12.910398,77.484065
"RV Dental College, 24th Main Road, Phase 1, J P Nagar, Bangalore, Karnataka 560078, India",12.91131,77.585225
"Gowdanapalya Bus Stop, Subramanya Pura Road, Telecom Layout, Padmanabha Nagar, Bangalore, Karnataka 560061, India",12.911586,77.555725
"Karapakkam, Chennai, Tamil Nadu, India",12.912858,80.23492
"Ragigudda Hill, Phase 2, Phase II, J P Nagar, Bangalore, Karnataka 560078",12.914099,77.593303
"Double Road Bus Station, Jawaharlal Nehru Road, Sachidananda Nagar, RR Nagar, Bangalore, Karnataka 560098, India",12.914656,77.520585
"C3 Manimangalam Police Booth, Mudichur Road, Mudichur, Chennai, Tamil Nadu 600048, India",12.915212,80.068055
"Chennai Outer Ring Road, Tamil Nadu, India",12.915728,80.075389
"Erikarai Street, Medavakkam, Chennai, Tamil Nadu 600100",12.916797,80.183328
"Kadirenahalli, Padmanabha Nagar, Bangalore, Karnataka, India",12.916933,77.562658
"Medavakkam, Chennai, Tamil Nadu, India",12.917143,80.192349
"Jayadeva Hospital, Outer Ring Road, Tilak Nagar, Jayanagar, Bangalore, Karnataka 560041, India",12.917495,77.598968
"Laxman, 27th Main Road, Sector 1, HSR Layout, Bangalore, Karnataka 560102, India",12.918489,77.651845
"Irumbuliyur, Chennai, Tamil Nadu, India",12.919389,80.106565
"Jayanagara 9th Block, Jayanagar, Bangalore, Karnataka 560041, India",12.919789,77.592746
"Tambaram East, Tambaram, Chennai, Tamil Nadu, India",12.920026,80.123317
"Church, 6th Main Road, Stage I, Kengeri Satellite Town, Bangalore, Karnataka 560060, India",12.920256,77.481063
"Rice Mill Road, Medavakkam, Chennai, Tamil Nadu 600100",12.920295,80.199967
"Gowrivakkam, Chennai, Tamil Nadu, India",12.920343,80.165402
"medavakkam koot road, Ranganathapuram, Medavakkam, Chennai, Tamil Nadu 600100, India",12.920991,80.185025
"Govt Higher Primary School, Ibbaluru, Iblur Village, Bellandur, Bangalore, Karnataka 560103, India",12.921283,77.66337
"School Street, Tambaram, Chennai, Tamil Nadu 600073, India",12.921322,80.137271
"Society Bus Stop, Kengeri Main Road, Stage II, Kengeri Satellite Town, Bangalore, Karnataka 560060, India",12.921641,77.484191
"Eurokids Medavakkam [Near KOOT road PRATYUSHA Enclave Apts and Ragamalika Apts], Medavakkam Main Rd, BHEL Nagar, Medavakkam, Chennai, Tamil Nadu 600100, India",12.922261,80.18329
"Tambaram, Chennai, Tamil Nadu, India",12.922915,80.127456
"Poondy Bazaar Bus Stop, Bharadwaj Street, Tambaram East, Tambaram, Chennai, Tamil Nadu 600059, India",12.923071,80.125979
"Ittamadu, Banashankari, Bangalore, Karnataka, India",12.923097,77.544029
"Hoysala Circle Bus Stop, Kengeri Main Road, Subash Nagar, Kengeri Satellite Town, Bangalore, Karnataka 560060, India",12.923821,77.484925
"Oil Mill Street, Ramanatha Nagar, Tambaram, Chennai, Tamil Nadu 600045, India",12.923851,80.104895
"Chembakkam Panchayat Park, Samiyar Madam Road, Maruthi Nagar, Gowrivakkam, Chennai, Tamil Nadu 600073, India",12.924078,80.149048
"JVC Palace, Annai Nagar Street Extension, Mahalakshmi, Tambaram, Chennai, Tamil Nadu 600059, India",12.924125,80.14344
"Mudichur Road, Tambaram, Chennai, Tamil Nadu",12.924433,80.098976
"OLd Gurappanapalya, Stage 1, BTM Layout, Bangalore, Karnataka, India",12.924642,77.602646
"Bangalore Water Supply and Sewage Board Tank/Office, Banashankari Stage II, Banashankari, Bangalore, Karnataka 560070",12.924715,77.56942
"Chennai Bypass Road, Tamil Nadu",12.924857,80.10042
"Asan Memorial Arts and Science & Institute of Management, Bharathi Street, Green Court, Medavakkam, Chennai, Tamil Nadu 600100, India",12.924867,80.19923
"N Cross Road, Bangalore, Karnataka 560029, India",12.925137,77.605916
"Bridge, Tambaram West, Tambaram, Chennai, Tamil Nadu",12.925201,80.100304
"Brindavan Colony, Tambaram, Chennai, Tamil Nadu 600045, India",12.925578,80.110404
"Injambakkam, Chennai, Tamil Nadu, India",12.925608,80.252094
"Kamarajapuram, Sembakkam, Chennai, Tamil Nadu, India",12.925613,80.158209
"Mullai Nagar, Tambaram, Chennai, Tamil Nadu 600045, India",12.926024,80.103423
"Sam Avenue Sembakkam, Kamarajapuram, Sembakkam, Chennai, Tamil Nadu 600064, India",12.92687,80.159156
"Chikka Adugodi, Sadduguntepalya, Bangalore, Karnataka 560029, India",12.928044,77.610293
"Muthasandra, Karnataka, India",12.928646,77.793838
"Ideal Homes Society, 24th Cross Road, Ideal Homes Layout, Kenchenhalli, RR Nagar, Bangalore, Karnataka 560098, India",12.929752,77.512222
"BWSSB Water Tank, 6th Block, Banashankari Stage III, Banashankari, Bangalore, Karnataka 560085",12.930112,77.547144
"Hastinapuram, Chromepet, Chennai, Tamil Nadu, India",12.93109,80.152627
"Eshwari Medicals, Srinivasa Nagar, Banashankari, Bangalore, Karnataka 560050, India",12.932391,77.55602
"Vellakkal, Chennai, Tamil Nadu 600117, India",12.932725,80.177044
"Manavalan Nagar, Gowrivakkam, Sembakkam, Tamil Nadu 600064, India",12.933066,80.15786
"Heritage Jayendra Nagar, Sembakkam, Tamil Nadu, India",12.934041,80.164836
"Ananda Nagar, Tambaram, Chennai, Tamil Nadu 600059, India",12.934274,80.133437
"Mysore Road, Kenchenhalli, RR Nagar, Bangalore, Karnataka 560056, India",12.935503,77.512947
"Thirumalai Nagar, Sembakkam, Chennai, Tamil Nadu 600064, India",12.936253,80.157511
"Chennai, Tamil Nadu",12.936601,80.130216
"Tambaram West, Tambaram, Chennai, Tamil Nadu, India",12.936665,80.112149
"Durga Street, Kadaperi, Tambaram, Chennai, Tamil Nadu 600045, India",12.936898,80.128879
"Vettuvankeni, Neelankarai, Chennai, Tamil Nadu 600041, India",12.937189,80.257919
"Varadharaja Theatre Bus Stop, Chitlapakkam 2nd Main Road, Chitlapakkam, Chennai, Tamil Nadu 600064, India",12.937292,80.138312
"Confident Group, 6th Cross Road, Koramangala 6 Block, Koramangala, Bangalore, Karnataka 560095, India",12.93797,77.623564
"Okkiyam Thuraipakkam, Chennai, Tamil Nadu, India",12.938565,80.237708
"Street Number 1, Kamatchi Nagar, Kaietha Milleth Nagar, Pallikaranai, Chennai, Tamil Nadu 600100, India",12.939097,80.214928
"1st Block, Hombegowda Nagar, Bangalore, Karnataka, India",12.93924,77.589482
"Old Byappanahalli, Bangalore, Karnataka 560085, India",12.939532,77.540804
"Chitlapakkam, Chennai, Tamil Nadu, India",12.939746,80.141029
"Pantarapalya, Nayandahalli, Bangalore, Karnataka, India",12.940623,77.52683
"Tiruporur Main Road, Chromepet, Chennai, Tamil Nadu",12.941516,80.151143
"Narayanapuram, Kovilambakkam, Chennai, Tamil Nadu, India",12.941995,80.205987
"IOC Petrol Bunk, State Highway 49, Mahatma Gandhi Nagar, Neelankarai, Chennai, Tamil Nadu 600041, India",12.942473,80.252998
"Ejipura, Bangalore, Karnataka, India",12.942621,77.627122
"N S K Nagar, Purushotham Nagar, Chromepet, Chennai, Tamil Nadu 600044, India",12.942844,80.145426
"Nanmangalam Main Road, Vignesh Nagar, Nemilichery, Chromepet, Chennai, Tamil Nadu 600044, India",12.942858,80.165549
"Adugodi, Bangalore, Karnataka, India",12.943882,77.609219
"Kumaran Kundram, Hastinapuram Main Road, Chitlapakkam, Nehru Nagar, Chromepet, Chennai, Tamil Nadu 600044, India",12.943897,80.142237
"Harohalli, Karnataka 562114, India",12.944259,77.795268
"University Library, Bangalore University, Gnana Bharathi, Bangalore, Karnataka 560056, India",12.944656,77.50501
"Kovilambakkam, Chennai, Tamil Nadu, India",12.945315,80.190296
"Bangalore University, Bangalore, Karnataka, India",12.945642,77.508724
"Chromepet, Chennai, Tamil Nadu, India",12.945939,80.148032
"22nd Cross Road, Gowda Muniswamy Garden, Ejipura, Bangalore, Karnataka 560095, India",12.946538,77.627361
"Jain College, Old Mahabalipuram Road, Thuraipakkam, Jothi Nagar, Okkiyam Thuraipakkam, Chennai, Tamil Nadu 600097, India",12.94701,80.240046
"Bus Stand, Hosur Main Road, Wilson Garden, Bangalore, Karnataka 560027, India",12.947111,77.594474
"Preethi Medical, ECR Road, Saraswathi Nagar, Neelankarai, Chennai, Tamil Nadu 600041, India",12.948252,80.254271
"Nemilichery, Chromepet, Chennai, Tamil Nadu, India",12.94858,80.16379
"Padavattamman Temple, Jamin Royapettah, Radha Nagar Main Road, Ganapathipuram, Gajalakshmi Nagar, Chromepet, Chennai, Tamil Nadu 600044, India",12.948608,80.155387
"Sunnambu Kolathur Puliyamaram Bus Stop, State Highway 109, Sakthi Nagar, Kovilambakkam, Chennai, Tamil Nadu 600091, India",12.948664,80.199242
"Echankaadu Bus Stop, Bhoopathi Nagar, Kilkattalai, Chennai, Tamil Nadu 600117",12.949168,80.185626
"Durga Nagar, Tambaram, Chennai, Tamil Nadu, India",12.949257,80.125411
"Rajendra Nagar, Adugodi, Bangalore, Karnataka 560047, India",12.949272,77.618529
"Neelankarai, Chennai, Tamil Nadu 600041, India",12.949282,80.255012
"Administrative Block, Bangalore University, Gandhi Marg, Gnana Bharathi, Bangalore, Karnataka 560056, India",12.950263,77.502054
"Burma Colony, Tambaram, Chennai, Tamil Nadu, India",12.950414,80.118432
"Sakthi Nagar, Madipakkam, Chennai, Tamil Nadu, India",12.95053,80.196573
"Sunambu Kolathur, Madipakkam, Chennai, Tamil Nadu, India",12.950636,80.199362
"Marathahalli, Bangalore, Karnataka, India",12.951198,77.699766
"Seevaram, Perungudi, Chennai, Tamil Nadu, India",12.952158,80.239799
"ATM Medical, Masjid Road, Richard Xavier's colony, Neelasandra, Bangalore, Karnataka 560047, India",12.952413,77.612132
"Somangalam Main Road, Somangalam, Tamil Nadu 602109, India",12.952433,80.04175
"Siddapur, Whitefield, Bangalore, Karnataka, India",12.952583,77.732332
"Lakshmipuram, Chromepet, Chennai, Tamil Nadu, India",12.95363,80.128203
"National Law School of India University, Registrar, National Law School of India University, Teachers Colony, Chandra Layout, Chandra Layout Extension, Bangalore, Karnataka 560242, India",12.953704,77.516258
"Perumal Nagar, Old Pallavaram, Chennai, Tamil Nadu 600117, India",12.954007,80.175649
"Anna Nagar Main Road, Madipakkam, Chennai, Tamil Nadu 600091",12.954359,80.194534
"Tagore Arts and Science College, CLC Works Road, Shankar Nagar, Chromepet, Chennai, Tamil Nadu 600044, India",12.954874,80.136206
"Pillayar Koil, Pillayar Koil Street, AG'S Office Colony, Kilkattalai, Chennai, Tamil Nadu 600117, India",12.955771,80.181688
"Chamarajpet, Bangalore, Karnataka, India",12.955802,77.563375
"S D N B Vaishnav Arts & Science Womens College, Shanthi Nagar, Chromepet, Chennai, Tamil Nadu 600044, India",12.956084,80.145998
"Dandeli..Explore the unexplored, RPC Layout, Vijayanagar, Bangalore, Karnataka 560104, India",12.95611,77.53601
"Marathalli Bridge, Bangalore, Karnataka 560037, India",12.956552,77.707291
"AG'S Office Colony, Kilkattalai, Chennai, Tamil Nadu 600117, India",12.956747,80.182276
"J J Complex, Varthur Main Road, Anand Nagar, Marathahalli, Bangalore, Karnataka 560037, India",12.957022,77.702404
"Obalapura, Karnataka 562114, India",12.957184,77.829581
"Perumal Temple, Nagappa Nagar, Chromepet, Chennai, Tamil Nadu 600044, India",12.957733,80.134837
"Kilkattalai, Chennai, Tamil Nadu, India",12.957854,80.183322
"Vels University, Vels College of Physiotherapy, Velan Nagar, Krishnapuram, Pallavaram, Chennai, Tamil Nadu 600117, India",12.957952,80.160793
"NGEF Layout, Nagarabhavi, Bangalore, Karnataka 560056, India",12.958554,77.510703
"Vallakottai murugan street, Rajamanickam Nagar, Kilkattalai, Chennai, Tamil Nadu 600117, India",12.958607,80.185686
"Chennai Nagar Bus Stop, Chennai Nagar, Pudupattu, Tamil Nadu 632508, India",12.958972,79.49156
"Palavakkam, Chennai, Tamil Nadu 600041, India",12.959215,80.257223
"Tiruneermalai, Chennai, Tamil Nadu, India",12.959632,80.117733
"Attiguppe, Bangalore, Karnataka, India",12.959791,77.52898
"Bridge, Shanthi Nagar, Chromepet, Chennai, Tamil Nadu",12.960046,80.146806
"Austin Town, Old Race Course Road, Elagondanpalya, Victoria Layout, Bangalore, Karnataka 560047, India",12.961636,77.613305
"Sarah Nagar, Pallavaram, Chennai, Tamil Nadu, India",12.962278,80.168673
"Madipakkam, Chennai, Tamil Nadu, India",12.962753,80.198242
"Madipakkam Bus Terminus, Eswaran Koil Main Road, Madipakkam MTC Terminus, Balaiah Garden, Madipakkam, Chennai, Tamil Nadu 600091, India",12.962823,80.198371
"Dr. Ambedkar Institute Of Technology, Nagarabhavi, Bangalore, Karnataka 560056, India",12.963534,77.505906
"Pallavaram, Chennai, Tamil Nadu, India",12.96392,80.150212
"Air Force Area, Domlur, Bangalore, Karnataka, India",12.964016,77.631418
"Kandanchavadi, Perungudi, Chennai, Tamil Nadu 600096, India",12.96404,80.243632
"Girls Hostel Road, Dr. Ambedkar Institute Of Technology, BDA Layout, Nagarabhavi, Bangalore, Karnataka 560056, India",12.964295,77.505684
"Nagalkeni, Chromepet, Chennai, Tamil Nadu, India",12.96459,80.13588
"Ram Nagar Police check post, Madipakkam, Chennai, Tamil Nadu, India",12.964966,80.211565
"Sankara Eye Hospital, 1, Anna Salai Road, Shankar Nagar, Pammal, Chennai, Tamil Nadu 600075, India",12.965126,80.12828
"Dharmaraya Swamy Temple Road, Bangalore, Karnataka, India",12.965967,77.582338
"Halasuru gate Traffic Police, Kasturba Road, Halsurpete, Nagarathpet, Bangalore, Karnataka 560002, India",12.966529,77.587335
"Shankar Nagar, Pammal, Chennai, Tamil Nadu 600044, India",12.967116,80.127505
"Kottivakkam, Chennai, Tamil Nadu 600041, India",12.967119,80.259313
"GKW Layout, Vijayanagar, Bangalore, Karnataka 560040, India",12.967224,77.529338
"ASC Centre and College, MEG, Victoria Lay Out, Bangalore, Karnataka 560007, India",12.967468,77.618708
"Mallya Hospital, Rajaram Mohan Roy Road, Ashok Nagar, Bangalore, Karnataka 560001, India",12.96828,77.59495
"Madipakkam Koot Road Bus Stop, Medavakkam Main Road, Defence Colony, Kilkattalai, Chennai, Tamil Nadu 600091, India",12.968341,80.189582
"Ayyappa Nagar, Pallavaram, Chennai, Tamil Nadu, India",12.968674,80.140416
"masjid-e-hameem, Moovarasanpet, Madipakkam koot road, 1st Street, Muvarasanpattu, Nanganallur, Chennai, Tamil Nadu 600043, India",12.968689,80.188506
"Thirumudivakkam, Tamil Nadu, India",12.969946,80.089809
"Puzhuthivakkam, Madipakkam, Chennai, Tamil Nadu 600091, India",12.970341,80.193783
"ISRO Quarters, Defence Colony, Domlur, Bangalore, Karnataka, India",12.970361,77.634819
"Father John Street, Murugappa Nagar, Madipakkam, Chennai, Tamil Nadu 600091, India",12.97037,80.198178
"Bangalore, Karnataka, India",12.971599,77.594563
"Vyasa Vidyalaya Mat Hr Sec School, Puzhuthivakkam, Madipakkam, Chennai, Tamil Nadu 600091, India",12.971663,80.194091
"St Marks Road, Bangalore, Karnataka",12.972192,77.601132
"ITPL Main Road, Bangalore, Karnataka",12.972338,77.711761
"Pammal, Chennai, Tamil Nadu, India",12.972912,80.130297
"Vasu Medicals And General Stores, Shop No. 8 & 3, Malagalu Village, Pattegarapalya, 18th Cross Road, Govindaraja Nagar, Stage 2, Vijayanagar, Bangalore, Karnataka 560079, India",12.973336,77.538012
"G Block Regal Palm Gardens, VGP Selva Nagar, Velachery, Chennai, Tamil Nadu 600042, India",12.973477,80.221798
"Nehru Nagar, Perungudi, Chennai, Tamil Nadu, India",12.973814,80.248163
"Doddanekundi, Kartik Nagar, Bangalore, Karnataka, India",12.974357,77.685107
"Veterinary Hospital, Tiruneermalai Road, VOC Nagar, Pallavaram, Chennai, Tamil Nadu 600044, India",12.974537,80.132273
"Janata Bazar, Kempe Gowda Road, Gandhi Nagar, Bangalore, Karnataka 560009, India",12.975061,77.57739
"Main Road, Bangalore, Karnataka",12.975298,77.669015
"Eshwara Layout, Indira Nagar, Bangalore, Karnataka, India",12.975457,77.634282
"Vanuvampet, Madipakkam, Chennai, Tamil Nadu, India",12.975558,80.20006
"St Stephen Church Road, Meenambakkam, Chennai, Tamil Nadu 600043, India",12.975613,80.148952
"Bajanai Koil Street, Tiruvalluvar Nagar, Pammal, Chennai, Tamil Nadu 600074, India",12.975671,80.136978
"Velachery, Chennai, Tamil Nadu, India",12.975971,80.221209
"iGate Bus Stop, Road Number 2, KIADB Export Promotion Industrial Area, Whitefield, Bangalore, Karnataka 560048, India",12.977349,77.718889
"Chelliamman Nagar, Velachery, Chennai, Tamil Nadu 600042, India",12.978122,80.219937
"Plot No S910, 13th Cross, 60 feet main road, IInd Phase, Bharat Nagar, Bangalore, Karnataka 560091, India",12.978328,77.476766
"B.V. Nagar, Chennai, Tamil Nadu, India",12.97835,80.179834
"334/45B & 336/45B, Velachery, Chennai, Tamil Nadu 600042, India",12.978437,80.220136
"Air Asia Cargo, DGQA Complex, Meenambakkam, Chennai, Tamil Nadu 600027, India",12.978824,80.173557
"Nanganallur, Chennai, Tamil Nadu, India",12.979246,80.184717
"John Kennedy Street, Ram Nagar, Nanganallur, Chennai, Tamil Nadu 600061, India",12.979673,80.192962
"Dr. Arcot Lakshmana Mudaliar Post Graduate Institute of Basic Medical Sciences, Pammal Nalla Thambi Salai, Thiruvanmiyur West, IBMS, Velachery, Chennai, Tamil Nadu 600113, India",12.979718,80.244329
"SRP Tools Bus stop, PTK nagar, Thiruvanmiyur, Chennai, Tamil Nadu 600078, India",12.979771,80.252885
"Bharathi Nagar, Thiruvanmiyur, Chennai, Tamil Nadu 600041, India",12.980137,80.25548
"SAP Creche, Road Number 7, KIADB Export Promotion Industrial Area, Whitefield, Bangalore, Karnataka 560048, India",12.980691,77.717392
"SJR I-Park, Road 9, EPIP Zone, Whitefield, Bangalore, Karnataka 560066, India",12.980912,77.726251
"Chennai International Airport (MAA), GST Road, Meenambakkam, Chennai, Tamil Nadu 600027, India",12.981622,80.161998
"IRT Road, Tharamani, Chennai, Tamil Nadu 600113, India",12.982442,80.244854
"Anakaputhur, Chennai, Tamil Nadu, India",12.9828,80.1264
"Anakaputhur, Chennai, Tamil Nadu, India",12.9828,80.1264
